event_name_raw,event_location_raw,event_city,event_state,event_zip,event_country,event_location_confidence,event_date_raw,event_start_date,event_end_date_full,sponsoring_affiliate,chief_td,num_sections,num_players,event_id,event_lat,event_lon,event_geo_source
U2000 MORNING ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-06-22,2024-06-22,2024-06-22,MARSHALL CHESS CLUB,MANUEL NAJERA,1,32,202406221952,40.7128,-74.006,city_centroid
ICN STATE CHAMPIONSHIP PREP CAMP UES,"NEW YORK, NY  10128",NEW YORK,NY,10128,US,city+state+zip,2024-02-19 thru 2024-02-23,2024-02-19,2024-02-23,IMPACT COACHING NETWORK,ASHE NERVIL,1,60,202402234122,40.7128,-74.006,city_centroid
IMPACTCOACHINGNETWORK.ORG MIDWNTER MARSHALL CAMP,"NY, NY  10023",NY,NY,10023,US,city+state+zip,2024-02-19 thru 2024-02-23,2024-02-19,2024-02-23,IMPACT COACHING NETWORK,MANUEL NAJERA,1,74,202402234102,42.165726,-74.948051,state_centroid
IMPACTCOACHINGNETWORK.ORG UES GRAND PRIX,"NEW YORK, NY  10128",NEW YORK,NY,10128,US,city+state+zip,2023-11-04,2023-11-04,2023-11-04,IMPACT COACHING NETWORK,ASHE NERVIL,16,65,202311041602,40.7128,-74.006,city_centroid
IMPACTCOACHINGNETWORK.ORG 9/25/23 ELITE CAMP,"NY, NY  10023",NY,NY,10023,US,city+state+zip,2023-09-25,2023-09-25,2023-09-25,IMPACT COACHING NETWORK,HELEN XUE,1,10,202309257622,42.165726,-74.948051,state_centroid
IMPACTCOACHINGNETWORK.ORG MARSHALL SUMMER CAMP #9,"NY, NY  10023",NY,NY,10023,US,city+state+zip,2023-08-28 thru 2023-08-30,2023-08-28,2023-08-30,IMPACT COACHING NETWORK,HELEN XUE,1,25,202308306002,42.165726,-74.948051,state_centroid
IMPACTCOACHINGNETWORK.ORG MARSHALL SUMMER CAMP #1,"NY, NY  10023",NY,NY,10023,US,city+state+zip,2023-07-03 thru 2023-07-07,2023-07-03,2023-07-07,IMPACT COACHING NETWORK,HELEN XUE,1,29,202307073282,42.165726,-74.948051,state_centroid
2025 US AMATEUR TEAM CHAMPIONSHIP PLAYOFF,"STOCKTON, CA  95219",STOCKTON,CA,95219,US,city+state+zip,2025-08-16,2025-08-16,2025-08-16,US CHESS FEDERATION,JUDIT SZTARAY,3,16,202508160372,36.116203,-119.681564,state_centroid
2025 NEW JERSEY WOMEN'S CHAMPIONSHI,"CHERRY HILL, NJ  08034",CHERRY HILL,NJ,08034,US,city+state+zip,2025-04-13,2025-04-13,2025-04-13,SOUTH JERSEY INNOVATION CENTER,NOAH XU,1,13,202504139522,40.298904,-74.521011,state_centroid
29TH ANNUAL BRADLEY OPEN!,"WINDSOR LOCKS, CT  06096",WINDSOR LOCKS,CT,06096,US,city+state+zip,2024-07-26 thru 2024-07-28,2024-07-26,2024-07-28,CONTINENTAL CHESS ASSOCIATION,HAROLD G STENZEL,6,265,202407283902,41.597782,-72.755371,state_centroid
THE NORTHERN CLASS CHAMPIONSHIPS,"LANGHORNE, PA  19047",LANGHORNE,PA,19047,US,city+state+zip,2024-05-10 thru 2024-05-12,2024-05-10,2024-05-12,DMV CHESS CLUB,BRADLEY CRABLE,7,82,202405127652,40.590752,-77.209755,state_centroid
APRIL MARSHALL MASTERS,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-04-23,2024-04-23,2024-04-23,MARSHALL CHESS CLUB,GREGORY KEENER,1,21,202404235572,40.7128,-74.006,city_centroid
HAMILTON CC QUADS MARCH 2024,"HAMILTON TOWNSHIP, NJ  08610",HAMILTON TOWNSHIP,NJ,08610,US,city+state+zip,2024-03-09,2024-03-09,2024-03-09,HAMILTON CHESS CLUB,EDWARD J SYTNIK,8,32,202403091572,40.298904,-74.521011,state_centroid
2025 MICHIGAN JUNIOR,"LANSING, MI  48933",LANSING,MI,48933,US,city+state+zip,2025-03-29 thru 2025-03-30,2025-03-29,2025-03-30,MICHIGAN CHESS ASSOCIATION,SUNDARA RAJAN G,8,393,202503300822,43.326618,-84.536095,state_centroid
MICHIGAN MASTER EXPERT CLASS,"LANSING, MI  48917",LANSING,MI,48917,US,city+state+zip,2025-01-18 thru 2025-01-19,2025-01-18,2025-01-19,MICHIGAN CHESS ASSOCIATION,MICHAEL F SCHULTE,7,153,202501196602,43.326618,-84.536095,state_centroid
MOTOR CITY OPEN 2024,"AUBURN HILLS, MI  48326",AUBURN HILLS,MI,48326,US,city+state+zip,2024-11-28 thru 2024-12-01,2024-11-28,2024-12-01,MANDELL CHESS CLUB,BRADLEY K ROGERS,5,119,202412019972,43.326618,-84.536095,state_centroid
2024 MICHIGAN SCHOLASTIC CLUB,"LANSING, MI  48933",LANSING,MI,48933,US,city+state+zip,2024-11-02,2024-11-02,2024-11-02,MICHIGAN CHESS ASSOCIATION,AYUSH DAS,4,420,202411022332,43.326618,-84.536095,state_centroid
CANTON CHESS TOURNAMENT,"CANTON, MI  48188",CANTON,MI,48188,US,city+state+zip,2024-09-22,2024-09-22,2024-09-22,CANTON CHESS CLUB,ABHIJAY DAS,3,64,202409225012,43.326618,-84.536095,state_centroid
CANTON CHESS TOURNAMENT,"CANTON, MI  48188",CANTON,MI,48188,US,city+state+zip,2024-07-27,2024-07-27,2024-07-27,CANTON CHESS CLUB,ABHIJAY DAS,3,63,202407273072,43.326618,-84.536095,state_centroid
2024 MICHIGAN JUNIOR,"SOUTHFIELD, MI  48033",SOUTHFIELD,MI,48033,US,city+state+zip,2024-03-23 thru 2024-03-24,2024-03-23,2024-03-24,MICHIGAN CHESS ASSOCIATION,MICHAEL F SCHULTE,7,260,202403245382,43.326618,-84.536095,state_centroid
2023 MICHIGAN SCHOLASTIC CLUB,"LANSING, MI  48933",LANSING,MI,48933,US,city+state+zip,2023-10-14,2023-10-14,2023-10-14,MICHIGAN CHESS ASSOCIATION,MICHAEL F SCHULTE,4,310,202310143752,43.326618,-84.536095,state_centroid
2022 MICHIGAN SCHOLASTIC CLUB,"LANSING, MI  48933",LANSING,MI,48933,US,city+state+zip,2022-11-05,2022-11-05,2022-11-05,MICHIGAN CHESS ASSOCIATION,JEFF R ALDRICH,4,285,202211059302,43.326618,-84.536095,state_centroid
CAVEMAN CHESS SUNDAY BLITZ,"ELMHURST, IL  60126",ELMHURST,IL,60126,US,city+state+zip,2022-07-17,2022-07-17,2022-07-17,CAVEMAN CHESS LLC,DANIAL A WILSON,1,12,202207174622,40.349457,-88.986137,state_centroid
CANTON CHESS TOURNAMENT,"CANTON, MI  48188",CANTON,MI,48188,US,city+state+zip,2022-06-25,2022-06-25,2022-06-25,CANTON CHESS CLUB,MANMOHAN DAS,2,49,202206250322,43.326618,-84.536095,state_centroid
CANTON CHESS TOURNAMENT,"CANTON, MI  48188",CANTON,MI,48188,US,city+state+zip,2022-02-19,2022-02-19,2022-02-19,CANTON CHESS CLUB,MANMOHAN DAS,3,50,202202192172,43.326618,-84.536095,state_centroid
CANTON CHESS TOURNAMENT,"CANTON, MI  48188",CANTON,MI,48188,US,city+state+zip,2022-01-22,2022-01-22,2022-01-22,CANTON CHESS CLUB,MANMOHAN DAS,3,52,202201220582,43.326618,-84.536095,state_centroid
2021 MICHIGAN ACTION,"ANN ARBOR, MI  48108",ANN ARBOR,MI,48108,US,city+state+zip,2021-12-11,2021-12-11,2021-12-11,MICHIGAN CHESS ASSOCIATION,JEFF R ALDRICH,2,138,202112116102,42.2808,-83.743,city_centroid
CANTON CHESS TOURNAMENT,"CANTON, MI  48188",CANTON,MI,48188,US,city+state+zip,2021-10-23,2021-10-23,2021-10-23,CANTON CHESS CLUB,MANMOHAN DAS,3,49,202110235152,43.326618,-84.536095,state_centroid
2021 CAVEMAN CAMP_QUICK CHESS,"ELMHURST, IL  60126",ELMHURST,IL,60126,US,city+state+zip,2021-07-28,2021-07-28,2021-07-28,CAVEMAN CHESS LLC,ERIK M CZERWIN,1,27,202107285142,40.349457,-88.986137,state_centroid
CAVEMAN CHESS SUNDAY BLITZ,"ELMHURST, IL  60126",ELMHURST,IL,60126,US,city+state+zip,2021-07-25,2021-07-25,2021-07-25,CAVEMAN CHESS LLC,ERIK M CZERWIN,1,22,202107252792,40.349457,-88.986137,state_centroid
G-50 OPEN,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2022-06-26,2022-06-26,2022-06-26,MARSHALL CHESS CLUB,MIGUEL GARCIA,2,72,202206261042,40.7128,-74.006,city_centroid
G-50 OPEN& U1600,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2022-05-29,2022-05-29,2022-05-29,MARSHALL CHESS CLUB,MIGUEL GARCIA,2,54,202205298162,40.7128,-74.006,city_centroid
MARSHALL G-50 OPEN,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2022-03-13,2022-03-13,2022-03-13,MARSHALL CHESS CLUB,YIFENG ZHENG,2,27,202203132712,40.7128,-74.006,city_centroid
TEXAS CHESS TRIATHLON - A TEXAS STA,"HOUSTON, TX  77009",HOUSTON,TX,77009,US,city+state+zip,2025-10-25,2025-10-25,2025-10-25,THE POISON PAWNS CHESS CLUB,EDGARDO FRANCISCO ACOSTA,3,42,202510257972,29.7604,-95.3698,city_centroid
US CHESS BLITZ ON CHESS.COM,"PALO ALTO, CA  94306",PALO ALTO,CA,94306,US,city+state+zip,2025-07-23,2025-07-23,2025-07-23,CHESSCOM LLC,MARTIN STAHL,1,50,202507234212,37.4419,-122.143,city_centroid
US CHESS BLITZ ON CHESS.COM,"PALO ALTO, CA  94306",PALO ALTO,CA,94306,US,city+state+zip,2025-06-11,2025-06-11,2025-06-11,CHESSCOM LLC,MARTIN STAHL,1,57,202506111422,37.4419,-122.143,city_centroid
US CHESS BLITZ ON CHESS.COM,"PALO ALTO, CA  94306",PALO ALTO,CA,94306,US,city+state+zip,2025-03-01,2025-03-01,2025-03-01,CHESSCOM LLC,MARTIN STAHL,1,35,202503015682,37.4419,-122.143,city_centroid
US CHESS BLITZ ON CHESS.COM,"PALO ALTO, CA  94306",PALO ALTO,CA,94306,US,city+state+zip,2025-02-26,2025-02-26,2025-02-26,CHESSCOM LLC,MARTIN STAHL,1,61,202502265642,37.4419,-122.143,city_centroid
QUICK CHESS SUNDAY SWISS (G/15),"HOUSTON, TX  77009",HOUSTON,TX,77009,US,city+state+zip,2025-02-23,2025-02-23,2025-02-23,THE POISON PAWNS CHESS CLUB,EDGARDO FRANCISCO ACOSTA,1,12,202502238892,29.7604,-95.3698,city_centroid
US CHESS BLITZ ON CHESS.COM,"PALO ALTO, CA  94306",PALO ALTO,CA,94306,US,city+state+zip,2024-11-27,2024-11-27,2024-11-27,CHESSCOM LLC,JUDIT SZTARAY,1,55,202411272712,37.4419,-122.143,city_centroid
2025 FALL TUESDAY NIGHT MARATHON,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2025-09-02 thru 2025-10-14,2025-09-02,2025-10-14,MECHANICS' INSTITUTE,ARTHUR LIOU,4,86,202510141042,37.7749,-122.4194,city_centroid
MORNING MASTERS,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-06-28,2025-06-28,2025-06-28,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,9,202506284292,40.7128,-74.006,city_centroid
2025 SPRING TUESDAY NIGHT MARATHON,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2025-03-04 thru 2025-04-15,2025-03-04,2025-04-15,MECHANICS' INSTITUTE,JUDIT SZTARAY,4,82,202504151082,37.7749,-122.4194,city_centroid
3RD FALCONER MEMORIAL,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2025-02-22 thru 2025-02-23,2025-02-22,2025-02-23,MECHANICS' INSTITUTE,SCOTT MASON,4,92,202502237502,37.7749,-122.4194,city_centroid
2025 NEW YEAR TUESDAY NIGHT MARATHO,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2025-01-07 thru 2025-02-18,2025-01-07,2025-02-18,MECHANICS' INSTITUTE,SCOTT MASON,4,104,202502184212,37.7749,-122.4194,city_centroid
MORNING MASTERS,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-01-04,2025-01-04,2025-01-04,MARSHALL CHESS CLUB,KEVIN FENG,1,5,202501045782,40.7128,-74.006,city_centroid
MORNING MASTERS,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-12-28,2024-12-28,2024-12-28,MARSHALL CHESS CLUB,MANUEL NAJERA,1,7,202412282552,40.7128,-74.006,city_centroid
MECHANICS' MONTHLY QUADS - 2024 NOV,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2024-11-16,2024-11-16,2024-11-16,MECHANICS' INSTITUTE,ARTHUR LIOU,12,51,202411168932,37.7749,-122.4194,city_centroid
2ND RUTH HARING MEMORIAL TOURNAMENT,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2024-11-09,2024-11-09,2024-11-09,MECHANICS' INSTITUTE,ARTHUR LIOU,4,55,202411094322,37.7749,-122.4194,city_centroid
2ND VLADIMIR NARODITSKY MEMORIAL TO,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2024-11-02,2024-11-02,2024-11-02,MECHANICS' INSTITUTE,ARTHUR LIOU,3,52,202411020062,37.7749,-122.4194,city_centroid
2024 FALL TUESDAY NIGHT MARATHON,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2024-09-03 thru 2024-10-15,2024-09-03,2024-10-15,MECHANICS' INSTITUTE,SCOTT MASON,6,88,202410159362,37.7749,-122.4194,city_centroid
MORNING MASTERS,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-08-03,2024-08-03,2024-08-03,MARSHALL CHESS CLUB,MANUEL NAJERA,1,9,202408037402,40.7128,-74.006,city_centroid
MORNING MASTERS,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-06-15,2024-06-15,2024-06-15,MARSHALL CHESS CLUB,GREGORY KEENER,1,9,202406157432,40.7128,-74.006,city_centroid
23RD ADDISON MEMORIAL TOURNAMENT,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2024-04-27 thru 2024-04-28,2024-04-27,2024-04-28,MECHANICS' INSTITUTE,SCOTT MASON,4,67,202404289312,37.7749,-122.4194,city_centroid
2024 SPRING TUESDAY NIGHT MARATHON,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2024-03-05 thru 2024-04-16,2024-03-05,2024-04-16,MECHANICS' INSTITUTE,SCOTT MASON,5,91,202404169582,37.7749,-122.4194,city_centroid
MECHANICS- INSTITUTE MONTHLY QUADS,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2024-01-20,2024-01-20,2024-01-20,MECHANICS' INSTITUTE,ARTHUR LIOU,15,63,202401203562,37.7749,-122.4194,city_centroid
NEW YEAR'S ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-12-31 thru 2024-01-01,2023-12-31,2024-01-01,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,46,202401013762,40.7128,-74.006,city_centroid
WINTER TUESDAY NIGHT MARATHON,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2023-11-07 thru 2023-12-19,2023-11-07,2023-12-19,MECHANICS' INSTITUTE,SCOTT MASON,5,87,202312198952,37.7749,-122.4194,city_centroid
22ND MCCLAIN MEMORIAL TOURNAMENT,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2023-12-02,2023-12-02,2023-12-02,MECHANICS' INSTITUTE,ARTHUR LIOU,5,57,202312028312,37.7749,-122.4194,city_centroid
2023 CLASS WARFARE CHAMPIONSHIP (BAC 2632),"MILPITAS, CA  95035",MILPITAS,CA,95035,US,city+state+zip,2023-11-24 thru 2023-11-26,2023-11-24,2023-11-26,BAY AREA CHESS,JORDAN LANGLAND,4,102,202311265202,36.116203,-119.681564,state_centroid
MECHANICS' QUADS -- 2023 NOVEMBER,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2023-11-18,2023-11-18,2023-11-18,MECHANICS' INSTITUTE,ARTHUR LIOU,11,45,202311181352,37.7749,-122.4194,city_centroid
2ND CHERNEV MEMORIAL,"SAN FRANCISCO, CA  94104",SAN FRANCISCO,CA,94104,US,city+state+zip,2023-11-04,2023-11-04,2023-11-04,MECHANICS' INSTITUTE,ARTHUR LIOU,4,62,202311042302,37.7749,-122.4194,city_centroid
ACA FRIDAY RAPID,"CHANTILLY, VA  20151",CHANTILLY,VA,20151,US,city+state+zip,2025-10-24,2025-10-24,2025-10-24,ATLANTIC CHESS ASSOCIATION,SHILPA VAIDYA,1,3,202510248232,37.769337,-78.169968,state_centroid
INDEPENDENCE DAY OPEN BLITZ,"HERNDON, VA  20171",HERNDON,VA,20171,US,city+state+zip,2025-07-01,2025-07-01,2025-07-01,ATLANTIC CHESS ASSOCIATION,ATHARVA AMIT HALDANKAR,1,11,202507019522,37.769337,-78.169968,state_centroid
2ND ANNUAL INDEPENDENCE DAY NORM IN,"DULLES, VA  20166",DULLES,VA,20166,US,city+state+zip,2025-06-27 thru 2025-07-01,2025-06-27,2025-07-01,ATLANTIC CHESS ASSOCIATION,GRISHMESHWAR PRASAD SINHA,1,10,202507016932,37.769337,-78.169968,state_centroid
SUMMER CAMP JUNE 23-27,"HERNDON, VA  20171",HERNDON,VA,20171,US,city+state+zip,2025-06-23 thru 2025-06-27,2025-06-23,2025-06-27,ATLANTIC CHESS ASSOCIATION,AMEYA HALDANKAR,2,9,202506273882,37.769337,-78.169968,state_centroid
MEMORIAL DAY OPEN,"MCLEAN, VA  22101",MCLEAN,VA,22101,US,city+state+zip,2025-05-24,2025-05-24,2025-05-24,ATLANTIC CHESS ASSOCIATION,ATHARVA AMIT HALDANKAR,1,6,202505247152,37.769337,-78.169968,state_centroid
LANGLEY CHESS TOURNAMENT,"MCLEAN, VA  22101",MCLEAN,VA,22101,US,city+state+zip,2025-02-22,2025-02-22,2025-02-22,ATLANTIC CHESS ASSOCIATION,ATHARVA AMIT HALDANKAR,3,32,202502229082,37.769337,-78.169968,state_centroid
THANKSGIVING OPEN - ACTION,"DULLES, VA  20166",DULLES,VA,20166,US,city+state+zip,2024-11-29,2024-11-29,2024-11-29,ATLANTIC CHESS ASSOCIATION,MR. GREGORY LEONID VASERSTEIN,3,18,202411298312,37.769337,-78.169968,state_centroid
2024 NORTHERN VIRGINIA OPEN,"DULLES, VA  20166",DULLES,VA,20166,US,city+state+zip,2024-11-15 thru 2024-11-17,2024-11-15,2024-11-17,VIRGINIA CHESS FEDERATION,MICHAEL E HOFFPAUIR,4,89,202411170162,37.769337,-78.169968,state_centroid
1ST PIEDMONT OPEN,"GLEN ALLEN, VA  23060",GLEN ALLEN,VA,23060,US,city+state+zip,2024-11-01 thru 2024-11-03,2024-11-01,2024-11-03,EASTERN CHESS ASSOCIATION,VENKATA KRISHNAN JAYARAMAN,4,107,202411030902,37.769337,-78.169968,state_centroid
SUNDAY RAPID - 9-15-24,"DULLES, VA  20171",DULLES,VA,20171,US,city+state+zip,2024-09-15,2024-09-15,2024-09-15,ATLANTIC CHESS ASSOCIATION,ATHARVA AMIT HALDANKAR,1,7,202409151782,37.769337,-78.169968,state_centroid
ACA FRIDAY RAPID,"AUSTIN, TX  78750",AUSTIN,TX,78750,US,city+state+zip,2024-09-06,2024-09-06,2024-09-06,ATLANTIC CHESS ASSOCIATION,ATHARVA AMIT HALDANKAR,2,9,202409066882,30.2672,-97.7431,city_centroid
2ND INDEPENDENCE DAY OPEN - FIDE,"DULLES, VA  20166",DULLES,VA,20166,US,city+state+zip,2024-07-05 thru 2024-07-07,2024-07-05,2024-07-07,ATLANTIC CHESS ASSOCIATION,MR. GREGORY LEONID VASERSTEIN,1,47,202407072082,37.769337,-78.169968,state_centroid
3RD ANNUAL CHARITY CHESS TOURNAMENT,"HERNDON, VA  20171",HERNDON,VA,20171,US,city+state+zip,2024-04-27,2024-04-27,2024-04-27,ATLANTIC CHESS ASSOCIATION,AMIT HALDANKAR,4,35,202404271522,37.769337,-78.169968,state_centroid
ACC ACTIONPLUS APRIL 2024,"ARLINGTON, VA  22207",ARLINGTON,VA,22207,US,city+state+zip,2024-04-06,2024-04-06,2024-04-06,ARLINGTON CHESS CLUB,ADAM RENFRO CHRISNEY,3,20,202404062732,38.8816,-77.091,city_centroid
PRESIDENT'S DAY OPEN - PREMIER,"DULLES, VA  20166",DULLES,VA,20166,US,city+state+zip,2024-02-16 thru 2024-02-19,2024-02-16,2024-02-19,ATLANTIC CHESS ASSOCIATION,MR. GREGORY LEONID VASERSTEIN,1,18,202402193702,37.769337,-78.169968,state_centroid
PRESIDENT'S DAY OPEN - BLITZ,"DULLES, VA  20166",DULLES,VA,20166,US,city+state+zip,2024-02-18,2024-02-18,2024-02-18,ATLANTIC CHESS ASSOCIATION,MR. GREGORY LEONID VASERSTEIN,1,16,202402183662,37.769337,-78.169968,state_centroid
1ST ANNUAL GM CUP SCHOLASTIC CHAMP,"MCLEAN, VA  22101",MCLEAN,VA,22101,US,city+state+zip,2024-02-11,2024-02-11,2024-02-11,GMCHESSPREP,RASHAD BABAEV,5,68,202402119512,37.769337,-78.169968,state_centroid
LABOR DAY ACTION,"HERNDON, VA  20171",HERNDON,VA,20171,US,city+state+zip,2023-09-02,2023-09-02,2023-09-02,ATLANTIC CHESS ASSOCIATION,SHILPA VAIDYA,2,21,202309025372,37.769337,-78.169968,state_centroid
SULLY QUADS - AUGUST 19,"HERNDON, VA  20171",HERNDON,VA,20171,US,city+state+zip,2023-08-19,2023-08-19,2023-08-19,ATLANTIC CHESS ASSOCIATION,ATHARVA AMIT HALDANKAR,3,8,202308196252,37.769337,-78.169968,state_centroid
SULLY QUADS - JULY 22,"HERNDON, VA  20171",HERNDON,VA,20171,US,city+state+zip,2023-07-22,2023-07-22,2023-07-22,ATLANTIC CHESS ASSOCIATION,ATHARVA AMIT HALDANKAR,2,8,202307221262,37.769337,-78.169968,state_centroid
SULLY QUADS 1,"HERNDON, VA  20171",HERNDON,VA,20171,US,city+state+zip,2023-07-15,2023-07-15,2023-07-15,ATLANTIC CHESS ASSOCIATION,ATHARVA AMIT HALDANKAR,2,8,202307157592,37.769337,-78.169968,state_centroid
NOV 18 OPEN BACKUP,"GLEN ROCK, NJ  07452",GLEN ROCK,NJ,07452,US,city+state+zip,2023-11-18,2023-11-18,2023-11-18,"INTERNATIONAL CHESS ACADEMY, L",NOREEN HARKINS DAVISSON,1,30,202311180992,40.9626,-74.1326,city_centroid
US CHESS RAPID ON CHESS.COM,"PALO ALTO, CA  94306",PALO ALTO,CA,94306,US,city+state+zip,2023-08-25,2023-08-25,2023-08-25,CHESSCOM LLC,DANIEL M RENSCH,1,53,202308254382,37.4419,-122.143,city_centroid
US CHESS RAPID ON CHESS.COM,"PALO ALTO, CA  94306",PALO ALTO,CA,94306,US,city+state+zip,2023-08-18,2023-08-18,2023-08-18,CHESSCOM LLC,DANIEL M RENSCH,1,61,202308180502,37.4419,-122.143,city_centroid
SATURDAY G50 OPEN & U1800,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-08-12,2023-08-12,2023-08-12,MARSHALL CHESS CLUB,MANUEL NAJERA,2,69,202308123222,40.7128,-74.006,city_centroid
US CHESS BLITZ ON CHESS.COM #1,"PALO ALTO, CA  94306",PALO ALTO,CA,94306,US,city+state+zip,2023-08-07,2023-08-07,2023-08-07,CHESSCOM LLC,DANIEL M RENSCH,1,77,202308078292,37.4419,-122.143,city_centroid
G-50 OPEN,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-06-11,2023-06-11,2023-06-11,MARSHALL CHESS CLUB,TALULAH MAROLT,2,72,202306119612,40.7128,-74.006,city_centroid
ACC USCF QUICK-RATED G/24,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2025-06-28,2025-06-28,2025-06-28,AUSTIN CHESS CLUB,JAMES CONNAUGHTON,1,11,202506285142,30.2672,-97.7431,city_centroid
GCC INVITATIONAL APRIL 2023,"GEORGETOWN, TX  78626",GEORGETOWN,TX,78626,US,city+state+zip,2023-04-29,2023-04-29,2023-04-29,GEORGETOWN CHESS CLUB,VINCENT VANBUREN,1,5,202304293792,31.054487,-97.563461,state_centroid
ACC USCF-RATED QUICK G/24 SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2023-04-01,2023-04-01,2023-04-01,AUSTIN CHESS CLUB,JAMES CONNAUGHTON,1,13,202304018812,30.2672,-97.7431,city_centroid
FEB 11 G/24 QUICK-RATED SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2023-02-11,2023-02-11,2023-02-11,AUSTIN CHESS CLUB,DREW J SARKISIAN,2,28,202302119872,30.2672,-97.7431,city_centroid
JAN. 2023 STANDARD SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2023-01-07 thru 2023-01-29,2023-01-07,2023-01-29,AUSTIN CHESS CLUB,DREW J SARKISIAN,2,29,202301292032,30.2672,-97.7431,city_centroid
2023 CASIS SCHOLASTIC,"AUSTIN, TX  78753",AUSTIN,TX,78753,US,city+state+zip,2023-01-21,2023-01-21,2023-01-21,ROCKS & ROOKS CHESS CLUB,VINCENT VANBUREN,12,422,202301217682,30.2672,-97.7431,city_centroid
ACC G/24 QUICK-RATED SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2022-11-19,2022-11-19,2022-11-19,AUSTIN CHESS CLUB,SARAH BRAUNER,2,37,202211196502,30.2672,-97.7431,city_centroid
ACC STANDARD G/90 SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2022-10-29 thru 2022-11-12,2022-10-29,2022-11-12,AUSTIN CHESS CLUB,DREW J SARKISIAN,2,23,202211123422,30.2672,-97.7431,city_centroid
ACC QUICK-RATED G/24 SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2022-10-22,2022-10-22,2022-10-22,AUSTIN CHESS CLUB,DREW J SARKISIAN,2,26,202210229862,30.2672,-97.7431,city_centroid
2022FALL NYOS SCHOLASTIC,"AUSTIN, TX  78753",AUSTIN,TX,78753,US,city+state+zip,2022-10-15,2022-10-15,2022-10-15,ROCKS & ROOKS CHESS CLUB,DREW J SARKISIAN,13,321,202210156222,30.2672,-97.7431,city_centroid
ACC STANDARD SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2022-09-24 thru 2022-10-08,2022-09-24,2022-10-08,AUSTIN CHESS CLUB,DREW J SARKISIAN,3,27,202210082402,30.2672,-97.7431,city_centroid
ACC G/24 QUICK SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2022-09-17,2022-09-17,2022-09-17,AUSTIN CHESS CLUB,JAMES CONNAUGHTON,1,24,202209170972,30.2672,-97.7431,city_centroid
ACC G/24 QUICK SWISS,"AUSTIN, TX  78749",AUSTIN,TX,78749,US,city+state+zip,2022-09-10,2022-09-10,2022-09-10,AUSTIN CHESS CLUB,DREW J SARKISIAN,2,41,202209107922,30.2672,-97.7431,city_centroid
